text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
",",8,NewTXMI,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
"CAS Key Laboratory for Research in Galaxies and Cosmology, Department of Astronomy, University of Science and Technology of China, Hefei, Anhui 230026, China",7,TeXGyreTermesX-Italic,,157,157
2,6,TeXGyreTermesX-Regular,,1,1
"School of Astronomy and Space Science, University of Science and Technology of China, Hefei 230026, China",7,TeXGyreTermesX-Italic,,105,105
Accepted 2021 January 4. Received 2020 December 22; in original form 2020 September 29,7,TeXGyreTermesX-Regular,,86,86
ABSTRACT,8,TeXGyreTermesX-Bold,,8,8
Investigating how the cutoﬀ energy,9,TeXGyreTermesX-Regular,,34,34
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
varies with X-ray ﬂux and photon index,9,TeXGyreTermesX-Regular,,38,38
Γ,9,txmiaX,,1,1
"in individual AGNs opens a new window
to probe the yet unclear coronal physics. So far",9,TeXGyreTermesX-Regular,,86,48
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations have only been detected in several AGNs but diﬀerent patterns
have been reported. Here we report new detections of",9,TeXGyreTermesX-Regular,,125,72
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations in two Seyfert galaxies with multiple NuSTAR exposures.
While in NGC 3227",9,TeXGyreTermesX-Regular,,84,66
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
monotonically increases with,9,TeXGyreTermesX-Regular,,28,28
Γ,9,txmiaX,,1,1
", the",9,TeXGyreTermesX-Regular,,5,5
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
–,9,TeXGyreTermesX-Regular,,1,1
Γ,9,txmiaX,,1,1
relation exhibits a,9,TeXGyreTermesX-Regular,,19,19
Λ,9,txmiaX,,1,1
shape in SWIFT J2127.4+5654 (,9,TeXGyreTermesX-Regular,,29,29
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
increasing with,9,TeXGyreTermesX-Regular,,15,15
Γ,9,txmiaX,,1,1
at,9,TeXGyreTermesX-Regular,,2,2
Γ,9,txmiaX,,1,1
,9,txsya,,0,0
"2.05, but reversely decreasing at",9,TeXGyreTermesX-Regular,,33,33
Γ,9,txmiaX,,1,1
,9,txsya,,0,0
"2.05), indicating more than a single underlying mechanism is",9,TeXGyreTermesX-Regular,,60,60
"involved. Meanwhile both galaxies show softer spectra while they brighten in X-ray, a common phenomenon in Seyfert galaxies.
Plotting all 7 AGNs with",9,TeXGyreTermesX-Regular,,149,124
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
variations ever reported with NuSTAR observations in the,9,TeXGyreTermesX-Regular,,56,56
𝐸,9,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
–,9,TeXGyreTermesX-Regular,,1,1
Γ,9,txmiaX,,1,1
"diagram, we ﬁnd they could be
uniﬁed with the",9,TeXGyreTermesX-Regular,,45,29
Λ,9,txmiaX,,1,1
pattern. Although the sample is small and SWIFT J2127.4+5654 is the only source with,9,TeXGyreTermesX-Regular,,84,84
Γ,9,txmiaX,,1,1
"varying across the
break point thus the only one exhibiting the complete",9,TeXGyreTermesX-Regular,,72,53
Λ,9,txmiaX,,1,1
"pattern in a single source, the discoveries shed new light on the coronal
physics in AGNs. Possible underlying physical mechanisms are discussed.",9,TeXGyreTermesX-Regular,,145,73
Key words:,9,TeXGyreTermesX-Bold,,10,10
Galaxies: active – Galaxies: nuclei – X-rays: galaxies,9,TeXGyreTermesX-Regular,,54,54
1 INTRODUCTION,8,TeXGyreTermesX-Bold,,14,14
"In the standard disc-corona paradigm the hard X-ray emission of
active galactic nuclei (AGNs) is produced in a hot and compact
region, the so called corona (e.g. Haardt & Maraschi 1991; Haardt
et al. 1994), through the inverse Compton scattering of the seed
photons from the accretion disk. This process could produce the
observed power law continuum with a high-energy cutoﬀ. Such a
cutoﬀ has been detected in a number of AGNs (Zdziarski et al.
2000; Molina et al. 2013), particularly with the high-quality hard
X-ray spectra of NuSTAR (e.g., Matt et al. 2015; Tortosa et al. 2018;
Molina et al. 2019; Kang et al. 2020), providing key constraints on
the yet unclear coronal physics (e.g. Fabian et al. 2015).",8,TeXGyreTermesX-Regular,,709,69
"The Nuclear Spectroscopic Telescope Array (NuSTAR Harrison
et al. 2013) also enables the detection of",8,TeXGyreTermesX-Regular,,101,58
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
(or coronal temperature,8,TeXGyreTermesX-Regular,,23,23
𝑇,8,NewTXMI,,1,1
𝑒,7,NewTXMI7,,1,1
") variations in individual AGNs with multiple exposures, includ-
ing 3C 382 (Ballantyne et al. 2014), NGC 5548 (Ursini et al. 2015),
Mrk 335 (Keek & Ballantyne 2016), NGC 4593 (Ursini et al. 2016;
Middei et al. 2019a), MCG–5–23–16 (Zoghbi et al. 2017), and 4C
74.26 (Zhang et al. 2018). Zhang et al. (2018) also revisited the ﬁrst
ﬁve sources mentioned above using the spectra ratio technique they
developed. They conﬁrmed the claimed",8,TeXGyreTermesX-Regular,,434,70
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations in 3 of them,
but disproved those in NGC 4593 and MCG–5–23–16. Despite the
limited number of sources, these studies have opened a new win-
dow to probe the coronal physics. Remarkably, Zhang et al. (2018)
found that all the 4 AGNs with",8,TeXGyreTermesX-Regular,,246,65
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations conﬁrmed tend to
have larger",8,TeXGyreTermesX-Regular,,39,27
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"(thus hotter corona) when they brighten and soften
in X-ray. In other words, they show a “hotter-when-brighter” behav-",8,TeXGyreTermesX-Regular,,118,67
★,6,NewTXMI5,,1,1
ericofk@mail.ustc.edu.cn,7,TeXGyreTermesX-Regular,,24,24
†,7,txsys,,1,1
jxw@ustc.edu.cn,7,TeXGyreTermesX-Regular,,15,15
©,7,TeXGyreTermes-Regular,,1,1
2020 The Authors,7,TeXGyreTermesX-Regular,,16,16
"ior along with the conventional “softer-when-brighter” pattern (e.g.,
Markowitz et al. 2003; Sobolewska & Papadakis 2009). Possible un-
derlying mechanisms have been discussed in Zhang et al. (2018) and
Wu et al. (2020), including geometrical changes of the corona and
pair production. Do Seyfert galaxies universally follow this “hotter-
when-softer/brighter” pattern? A possible counter-example is the
narrow line Seyfert 1 galaxy (NLS1) Ark 564, for which Barua et al.
(2020) found cooler corona (though statistically marginal) during the
softer and brighter phases within a 200 ks NuSTAR observation.",8,TeXGyreTermesX-Regular,,604,69
In this letter we report new detections of,8,TeXGyreTermesX-Regular,,42,42
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations in two
Seyfert galaxies, NGC 3227 and SWIFT J2127.4+5654, and a",8,TeXGyreTermesX-Regular,,74,56
Λ,8,txmiaX,,1,1
shaped,8,TeXGyreTermesX-Regular,,6,6
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
–,8,TeXGyreTermesX-Regular,,1,1
Γ,8,txmiaX,,1,1
"relation for the ﬁrst time. §2 presents the NuSTAR ob-
servations and data reduction. In §3 we describe the spectral models",8,TeXGyreTermesX-Regular,,123,68
"and deliver the ﬁtting results. In §4 we discuss the spectral variabil-
ities and the underlying mechanisms for AGNs with reported",8,TeXGyreTermesX-Regular,,130,71
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
variations.,8,TeXGyreTermesX-Regular,,11,11
2 OBSERVATIONS AND DATA REDUCTION,8,TeXGyreTermesX-Bold,,33,33
"NGC 3227 is a radio-quiet Seyfert 1.5 galaxy (Véron-Cetty & Véron
2006) at z = 0.0039",8,TeXGyreTermesX-Regular,,85,65
1,7,TeXGyreTermesX-Regular,,1,1
". In Tab. 1 we list the seven archival NuS-
TAR observations of NGC 3227. NGC 3227 shows highly variable
X-ray emission and its absorption feature have been extensively in-
vestigated in literature. As an example, based on the NuSTAR and
XMM-Newton observations, Turner et al. (2018) found a rapid oc-
cultation event in NGC 3227 between two exposures of NuSTAR
(60202002010 and 60202002012), with several absorber zones in-",8,TeXGyreTermesX-Regular,,424,67
1,6,TeXGyreTermesX-Regular,,1,1
The radio types and the redshifts are from NED: http://ned.ipac.caltech.edu,7,TeXGyreTermesX-Regular,,75,75
L2,11,TeXGyreTermesX-Regular,,2,2
Jia-Lai Kang et al.,11,TeXGyreTermesX-Italic,,19,19
Figure 1.,7,TeXGyreTermesX-Bold,,9,9
"NuSTAR light curves (with a bin size of 4 ks) in 3 – 10 keV, 10 – 78 keV bands and the 10 – 78 keV / 3 – 10 keV hardness ratios. The observations,
sorted and numbered by observation date (see Tab. 2), are color coded. The vertical dashed lines mark the positions where the x-axis is discontinuous because
of long intervals between exposures.",7,TeXGyreTermesX-Regular,,341,157
Figure 2.,7,TeXGyreTermesX-Bold,,9,9
"The 10 – 78 keV / 3 – 10 keV hardness ratio versus 3 – 78 keV count rate. The black lines show simple linear ﬁts to the data points. The observations
are color coded as in Fig. 1.",7,TeXGyreTermesX-Regular,,179,149
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–8 (2020)",7,TeXGyreTermesX-Regular,,12,12
1234567,7,Times-Roman,,7,7
12345678,7,Times-Roman,,8,8
1234567,9,Times-Roman,,7,7
12345678,9,Times-Roman,,8,8
Table 1.,7,TeXGyreTermesX-Bold,,8,8
NuSTAR Observation Logs.,7,TeXGyreTermesX-Regular,,24,24
Source,5,TeXGyreTermesX-Regular,,6,6
ID and No.,5,TeXGyreTermesX-Regular,,10,10
Obs. time,5,TeXGyreTermesX-Regular,,9,9
"Exposure
(ks)",5,TeXGyreTermesX-Regular,,13,8
Flux,5,TeXGyreTermesX-Regular,,4,4
3,5,TeXGyreTermesX-Regular,,1,1
−,5,txsys,,1,1
78keV,5,TeXGyreTermesX-Regular,,5,5
(,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,5,txsys,,1,1
10,5,TeXGyreTermesX-Regular,,2,2
𝑒𝑟 𝑔,6,NewTXMI7,,4,4
/,6,txsys,,1,1
𝑐𝑚,6,NewTXMI7,,2,2
2,5,TeXGyreTermesX-Regular,,1,1
/,6,txsys,,1,1
𝑠,6,NewTXMI7,,1,1
),6,txsys,,1,1
NGC 3227,5,TeXGyreTermesX-Regular,,8,8
SWIFT J2127.4+5654,5,TeXGyreTermesX-Regular,,18,18
"60202002002 (1)
60202002004 (2)
60202002006 (3)
60202002008 (4)
60202002010 (5)
60202002012 (6)
60202002014 (7)
60001110002 (1)
60001110003 (2)
60001110005 (3)
60001110007 (4)
60402008004 (5)
60402008006 (6)
60402008008 (7)
60402008010 (8)",5,TeXGyreTermesX-Regular,,239,15
"2016–11–09
2016–11–25
2016–11–29
2016–12–01
2016–12–05
2016–12–09
2017–01–21
2012–11–04
2012–11–05
2012–11–06
2012–11–08
2018–07–16
2018–07–30
2018–09–14
2018–12–30",5,TeXGyreTermesX-Regular,,164,10
"49.8
42.5
39.7
41.8
40.9
39.3
47.6
49.2
28.8
74.6
42.1
71.6
72.1
72.9
74.2",5,TeXGyreTermesX-Regular,,74,4
"1.26
1.05
1.16
1.37
1.38
1.35
1.8
0.58
0.71
0.77
0.82
0.83
0.85
0.66
0.76",5,TeXGyreTermesX-Regular,,73,4
★,6,NewTXMI7,,1,1
": For convenience, the observations for each source were sorted and numbered (in parenthesis) by
time.",5,TeXGyreTermesX-Regular,,102,96
"volved. However, as further shown in §3, our study on the high-energy
cutoﬀ in this work is barely inﬂuenced by these complex absorbers.
Meanwhile, SWIFT J2127.4+5654, a radio-quiet NLS1 (Mal-
izia et al. 2008) at z = 0.0144, has been observed by NuSTAR in
two campaigns, with four exposures in 2012 and ﬁve in 2018. We
dropped the observation 60402008002 (not listed in Tab. 1) of SWIFT
J2127.4+5654, which has an issue ﬂag = 1, indicating possible con-
tamination from solar activity or other unexpected issues. Marinucci
et al. (2014) performed a joint spectral ﬁtting of the four 2012 obser-
vations with (quasi-)simultaneous XMM-Newton data and an aver-
age",8,TeXGyreTermesX-Regular,,662,71
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
= 108,8,TeXGyreTermesX-Regular,,5,5
+,7,txsys,,1,1
11,7,TeXGyreTermesX-Regular,,2,2
−,7,txsys,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
"keV was reported. Besides, using XMM-Newton
data only, Sanfrutos et al. (2013) reported a partial covering absorber
in SWIFT J2127.4+5654 with",8,TeXGyreTermesX-Regular,,142,71
𝑁,8,NewTXMI,,1,1
H,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
22,7,TeXGyreTermesX-Regular,,2,2
𝑐𝑚,8,NewTXMI,,2,2
−,7,txsys,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
"and a covering
fraction",8,TeXGyreTermesX-Regular,,23,14
∼,8,txsys,,1,1
"0.43, whereas we ﬁnd it has negligible eﬀect in NuSTAR
spectra.",8,TeXGyreTermesX-Regular,,63,54
"NuSTAR data reduction is performed using the NuSTAR Data
Analysis Software (NuSTARDAS) within the HEAsoft package (ver-
sion 6.26). With CALDB version 20190513, the calibrated and
cleaned event ﬁles are produced with",8,TeXGyreTermesX-Regular,,216,62
nupipeline,8,TeXGyreTermesX-Italic,,10,10
". We ﬁrst extract the
light curves using",8,TeXGyreTermesX-Regular,,40,21
nuproducts,8,TeXGyreTermesX-Italic,,10,10
", adopting a circular source region with
a radius of 60",8,TeXGyreTermesX-Regular,,55,40
,7,txsys,,0,0
"centered on each source, and an annulus from 120",8,TeXGyreTermesX-Regular,,48,48
,7,txsys,,0,0
to 200,8,TeXGyreTermesX-Regular,,6,6
,7,txsys,,0,0
"for background extraction. The light curves from FPMA and
FPMB, with the livetime, PSF/EXPOSURE and vignetting correc-
tions applied, are then combined using",8,TeXGyreTermesX-Regular,,157,60
lcmath,8,TeXGyreTermesX-Italic,,6,6
. The 3 – 10 keV and,8,TeXGyreTermesX-Regular,,20,20
"10 – 78 keV light curves, along with the 10 – 78 keV/ 3 – 10 keV
hardness ratios, are plotted in Fig. 1. Both sources show clear varia-
tions in ﬂux (count rate) and spectra shape (hardness ratio), not only
between but also within the individual exposures. In the plot of hard-
ness ratio (HR) versus count rate (Fig. 2) both sources clearly exhibit
the “softer-when-brighter” pattern. However diﬀerent individual ex-
posures appear to follow diﬀerent “softer-when-brighter” tracks. For
instance, Obs. ID 60202002014 (No. 7) of NGC 3227 clearly deviate
from other exposures in Fig. 2. See also exposures No. 1 and No. 2,
No. 5 and No. 6 of SWIFT J2127.4+5654. Such variations could be
due to the physical or structural changes in the corona which may lead
to diﬀerent “softer-when-brighter"" tracks (e.g., Sarma et al. 2015),
stopping us from merging data from diﬀerent exposures according
to the count rate or hardness ratio. In this work we focus on the anal-
yses of spectra integrated over individual exposures and investigate
the",8,TeXGyreTermesX-Regular,,1033,71
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations between these exposures. Though rapid hardness
ratio variations within individual exposures are seen, due to limited
photon counts we are yet unable to explore more rapid",8,TeXGyreTermesX-Regular,,181,69
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations
in two sources.",8,TeXGyreTermesX-Regular,,26,15
The High Energy Cutoﬀ Variations,11,TeXGyreTermesX-Italic,,32,32
L3,11,TeXGyreTermesX-Regular,,2,2
"Source spectra are extracted from the same circular regions as the
light curves, using the",8,TeXGyreTermesX-Regular,,90,66
nuproducts,8,TeXGyreTermesX-Italic,,10,10
". As for background extraction,
we use NUSKYBGD developed by Wik et al. (2014) to handle the
spatially variable background of NuSTAR observations (see also
Kang et al. 2020, for an example). NuSTAR observations generally
do not suﬀer from pile-up",8,TeXGyreTermesX-Regular,,246,64
2,7,TeXGyreTermesX-Regular,,1,1
". Meanwhile, we ﬁnd the low-energy
eﬀective area issue for FPMA (Madsen et al. 2020) to be insigniﬁcant
in all the observations and no low energy excess in FPMA spectra is
found (see Fig. A1). As a ﬁnal step, the source spectra are rebinned
to achieve a minimum of 50 counts bin",8,TeXGyreTermesX-Regular,,278,68
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
using,8,TeXGyreTermesX-Regular,,5,5
grppha,8,TeXGyreTermesX-Italic,,6,6
.,8,TeXGyreTermesX-Regular,,1,1
"We notice there are (quasi-)simultaneous XMM-Newton obser-
vations for both sources (six of NGC 3227 and three of SWIFT
J2127.4+5654). However, we ﬁnd slightly diﬀerent photon indices
between most XMM-Newton and NuSTAR exposures for both
sources. Such discrepancy, likely due to the inter-instrument cali-
bration, is widely found in literature (e.g. Cappi et al. 2016; Ponti
et al. 2018; Middei et al. 2019b). Additionally, the fact that XMM-
Newton and NuSTAR exposures are not perfectly simultaneous may
also have played a role due to the intrinsic spectral variation. How-
ever requiring perfect simultaneity would yield signiﬁcant loss of the
valuable NuSTAR exposure time. Since",8,TeXGyreTermesX-Regular,,684,70
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"measurement is sensi-
tive to the photon index (e.g., Molina et al. 2019; Kang et al. 2020)
and not all NuSTAR exposures have corresponding XMM-Newton
observations, in this work we do not include those XMM-Newton
exposures but provide uniform spectral ﬁtting to NuSTAR spectra
alone.",8,TeXGyreTermesX-Regular,,283,69
3 SPECTRAL FITTING,8,TeXGyreTermesX-Bold,,18,18
"Zhang et al. (2018) developed the spectral ratio technique, analo-
gous to the diﬀerence-imaging technique in astronomy, to assist the
study of",8,TeXGyreTermesX-Regular,,143,67
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations. Brieﬂy, if the",8,TeXGyreTermesX-Regular,,26,26
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"is invariable within two
observations, the ratio of two spectra (primarily exponentially cutoﬀ
power law) is supposed to be a straight line in log-log space in the
spectra ratio plot. So we can notice potential",8,TeXGyreTermesX-Regular,,210,69
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations directly
by looking for deviations from the straight line at the high energy
end (see Zhang et al. 2018, for details). We applied this technique to
AGNs with multiple archival NuSTAR exposures and took notice of
NGC 3227 and SWIFT J2127.4+5654, of which the spectral ratios
indicate clear and prominent",8,TeXGyreTermesX-Regular,,313,70
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations as shown in Fig. 3. In
this section, we perform spectral ﬁtting to quantify the",8,TeXGyreTermesX-Regular,,90,56
𝐸,8,NewTXMI,,1,1
cut,7,TeXGyreTermesX-Regular,,3,3
"variations
in both sources.",8,TeXGyreTermesX-Regular,,27,16
"Spectral ﬁtting is performed in the 3–78 keV band within XSPEC
(Arnaud 1996), using",8,TeXGyreTermesX-Regular,,83,62
𝜒,8,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
"statistics and the relative element abun-
dances given by Anders & Grevesse (1989). All errors along with
the upper/lower limits reported throughout the letter are calculated
using",8,TeXGyreTermesX-Regular,,180,68
Δ,8,txmiaX,,1,1
𝜒,8,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
"= 2.71 criterion (90% conﬁdence range). For each obser-
vation, the spectra obtained by the two NuSTAR modules (FPMA
and FPMB) are ﬁtted simultaneously, with a cross-normalization
diﬀerence typically less than 5% (Madsen et al. 2015).",8,TeXGyreTermesX-Regular,,234,62
We employ,8,TeXGyreTermesX-Regular,,9,9
pexrav,8,TeXGyreTermesX-Italic,,6,6
"(Magdziarz & Zdziarski 1995) to describe
the exponentially cutoﬀ power law plus the reﬂection component.
For simplicity, the solar element abundance for the reﬂector and an
inclination of",8,TeXGyreTermesX-Regular,,187,67
𝑐𝑜𝑠𝑖,8,NewTXMI,,4,4
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
45 are adopted (as default of this model),8,TeXGyreTermesX-Regular,,41,41
3,7,TeXGyreTermesX-Regular,,1,1
.,8,TeXGyreTermesX-Regular,,1,1
2,6,TeXGyreTermesX-Regular,,1,1
https://heasarc.gsfc.nasa.gov/docs/nustar/nustar_faq.html#pileup,7,TeXGyreTermesX-Regular,,64,64
3,6,TeXGyreTermesX-Regular,,1,1
"These two parameters are poorly constrained with NuSTAR spectra if
allowed free to vary, thus are commonly ﬁxed at the default values in many
studies on NuSTAR spectra (e.g. Zhang et al. 2018; Molina et al. 2019;
Panagiotou & Walter 2020).Through joint ﬁtting XMM-Newton and NuSTAR",7,TeXGyreTermesX-Regular,,281,74
"spectra of SWIFT J2127.4+5654, Marinucci et al. (2014) reported an iron",7,TeXGyreTermesX-Regular,,71,71
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–8 (2020)",7,TeXGyreTermesX-Regular,,12,12
L4,11,TeXGyreTermesX-Regular,,2,2
Jia-Lai Kang et al.,11,TeXGyreTermesX-Italic,,19,19
Table 2.,7,TeXGyreTermesX-Bold,,8,8
Spectral Fitting Results.,7,TeXGyreTermesX-Regular,,25,25
ID and No.,5,TeXGyreTermesX-Regular,,10,10
N,5,TeXGyreTermesX-Regular,,1,1
H,5,TeXGyreTermesX-Regular,,1,1
(,5,TeXGyreTermesX-Regular,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
22,5,TeXGyreTermesX-Regular,,2,2
𝑐𝑚,6,NewTXMI7,,2,2
−,5,txsys,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
),5,TeXGyreTermesX-Regular,,1,1
Γ,6,txmiaX,,1,1
𝑅,6,NewTXMI7,,1,1
"EW
(eV)",5,TeXGyreTermesX-Regular,,7,4
𝐸,6,NewTXMI7,,1,1
pexrav,5,TeXGyreTermesX-Regular,,6,6
(keV),5,TeXGyreTermesX-Regular,,5,5
𝜒,6,NewTXMI7,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
𝜈,5,NewTXMI5,,1,1
(pexrav),5,TeXGyreTermesX-Regular,,8,8
𝐸,6,NewTXMI7,,1,1
pexriv,5,TeXGyreTermesX-Regular,,6,6
(keV),5,TeXGyreTermesX-Regular,,5,5
𝜒,6,NewTXMI7,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
𝜈,5,NewTXMI5,,1,1
(pexriv),5,TeXGyreTermesX-Regular,,8,8
𝐸,6,NewTXMI7,,1,1
relxill,5,TeXGyreTermesX-Regular,,7,7
(keV),5,TeXGyreTermesX-Regular,,5,5
𝜈,5,NewTXMI5,,1,1
(relxill),5,TeXGyreTermesX-Regular,,9,9
𝑘𝑇,6,NewTXMI7,,2,2
xillverCp,5,TeXGyreTermesX-Regular,,9,9
𝜒,6,NewTXMI7,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
𝜒,6,NewTXMI7,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
𝜈,5,NewTXMI5,,1,1
(xillverCp),5,TeXGyreTermesX-Regular,,11,11
𝑘𝑇,6,NewTXMI7,,2,2
relxillCp,5,TeXGyreTermesX-Regular,,9,9
𝜒,6,NewTXMI7,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
𝜈,5,NewTXMI5,,1,1
(relxillCp),5,TeXGyreTermesX-Regular,,11,11
60202002002 (1),5,TeXGyreTermesX-Regular,,15,15
60202002004 (2),5,TeXGyreTermesX-Regular,,15,15
60202002006 (3),5,TeXGyreTermesX-Regular,,15,15
60202002008 (4),5,TeXGyreTermesX-Regular,,15,15
60202002010 (5),5,TeXGyreTermesX-Regular,,15,15
60202002012 (6),5,TeXGyreTermesX-Regular,,15,15
60202002014 (7),5,TeXGyreTermesX-Regular,,15,15
60001110002 (1),5,TeXGyreTermesX-Regular,,15,15
60001110003 (2),5,TeXGyreTermesX-Regular,,15,15
60001110005 (3),5,TeXGyreTermesX-Regular,,15,15
60001110007 (4),5,TeXGyreTermesX-Regular,,15,15
60402008004 (5),5,TeXGyreTermesX-Regular,,15,15
60402008006 (6),5,TeXGyreTermesX-Regular,,15,15
60402008008 (7),5,TeXGyreTermesX-Regular,,15,15
60402008010 (8),5,TeXGyreTermesX-Regular,,15,15
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
4,6,TeXGyreTermesX-Regular,,1,1
+,5,txsys,,1,1
0,5,TeXGyreTermesX-Regular,,1,1
.,5,NewTXMI5,,1,1
5,5,TeXGyreTermesX-Regular,,1,1
−,5,txsys,,1,1
0,5,TeXGyreTermesX-Regular,,1,1
.,5,NewTXMI5,,1,1
5,5,TeXGyreTermesX-Regular,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
5,6,TeXGyreTermesX-Regular,,1,1
+,5,txsys,,1,1
0,5,TeXGyreTermesX-Regular,,1,1
.,5,NewTXMI5,,1,1
8,5,TeXGyreTermesX-Regular,,1,1
−,5,txsys,,1,1
0,5,TeXGyreTermesX-Regular,,1,1
.,5,NewTXMI5,,1,1
