text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
1,5,NimbusRomNo9L-Regu,,1,1
"Purple Mountain Observatory, Chinese Academy of Sciences, Nanjing 210023, PR China e-mail:",8,NimbusRomNo9L-Regu,,90,90
xuye@pmo.ac.cn,8,t1xtt,,14,14
2,5,NimbusRomNo9L-Regu,,1,1
"School of Astronomy and Space Science, University of Science and Technology of China, Hefei 230026, PR China",8,NimbusRomNo9L-Regu,,108,108
3,5,NimbusRomNo9L-Regu,,1,1
"National Astronomical Observatories, Chinese Academy of Sciences, 20A Datun Road, Chaoyang District, Beijing 100101, PR",8,NimbusRomNo9L-Regu,,119,119
4,5,NimbusRomNo9L-Regu,,1,1
"College of Science, China Three Gorges University, Yichang 443002, PR China",8,NimbusRomNo9L-Regu,,75,75
5,5,NimbusRomNo9L-Regu,,1,1
"CAS Key Laboratory of FAST, National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, PR China",8,NimbusRomNo9L-Regu,,118,118
China,8,NimbusRomNo9L-Regu,,5,5
Accepted,8,NimbusRomNo9L-Regu,,8,8
ABSTRACT,8,NimbusSanL-Bold,,8,8
Context.,8,NimbusSanL-Regu-Slant_167,,8,8
The astrometric satellite,8,NimbusRomNo9L-Regu,,25,25
Gaia,8,NimbusRomNo9L-ReguItal,,4,4
is expected to signiﬁcantly increase our knowledge as to the properties of the Milky Way. The,8,NimbusRomNo9L-Regu,,93,93
Gaia,8,NimbusRomNo9L-ReguItal,,4,4
Early Data Release 3 (,8,NimbusRomNo9L-Regu,,22,22
Gaia,8,NimbusRomNo9L-ReguItal,,4,4
"EDR3) provides the most precise parallaxes for many OB stars, which can be used to delineate the
Galactic spiral structure.",8,NimbusRomNo9L-Regu,,123,96
Aims.,8,NimbusSanL-Regu-Slant_167,,5,5
"We investigate the local spiral structure with the largest sample of spectroscopically conﬁrmed young OB stars available to
date, and we compare it with what was traced by the parallax measurements of masers.",8,NimbusRomNo9L-Regu,,208,123
Methods.,8,NimbusSanL-Regu-Slant_167,,8,8
A sample consisting of three di,8,NimbusRomNo9L-Regu,,31,31
ﬀ,8,rtxr,,1,1
"erent groups of massive young stars, including O–B2 stars, O–B0 stars and O-type stars
with parallax accuracies better than 10% was compiled and used in our analysis.",8,NimbusRomNo9L-Regu,,166,86
Results.,8,NimbusSanL-Regu-Slant_167,,8,8
The local spiral structures in all four Galactic quadrants within,8,NimbusRomNo9L-Regu,,65,65
≈,8,txsy,,1,1
"5 kpc of the Sun are clearly delineated in detail. The
revealed Galactic spiral pattern outlines a clear sketch of nearby spiral arms, especially in the third and fourth quadrants where the
maser parallax data are still absent. These O-type stars densify and extend the spiral structure constructed by using the Very Long
Baseline Interferometry (VLBI) maser data alone. The clumped distribution of O-type stars also indicates that the Galaxy spiral
structure is inhomogeneous.",8,NimbusRomNo9L-Regu,,477,134
Key words.,8,NimbusSanL-Bold,,10,10
astrometry – Galaxy: structure – stars: early type – stars: masive – masers,8,NimbusRomNo9L-Regu,,75,75
1. Introduction,10,NimbusSanL-Bold,,15,15
Mapping the Galactic spiral structure has long been a di,9,NimbusRomNo9L-Regu,,56,56
ﬃ,9,rtxr,,1,1
"cult
issue in astronomy, because the Sun is deeply embedded in the
Galactic plane, resulting in the superposition of multiple struc-
tures along the observed line-of-sight. The copious dust extinc-
tion makes the situation even worse. In the 1950s, substantial
progress in regards to tracing the spiral arm segments in the so-
lar neighborhood was ﬁrst made by Morgan et al. (1952, 1953)
with optically selected high-mass stars (OB stars). Later on, the
early H",9,NimbusRomNo9L-Regu,,461,65
i,9,rtxsc,,1,1
"surveys in the radio band extended the studies of spiral
arms to almost the entire Galactic disk (Christiansen & Hind-
man 1952; van de Hulst et al. 1954; Kerr et al. 1957; Westerhout
1957; Oort et al. 1958; Bok 1959). However, it was soon real-
ized that the H",9,NimbusRomNo9L-Regu,,261,64
i,9,rtxsc,,1,1
"results were not reliable due to the inﬂuence
of the noncircular motions and the kinematic distance ambigu-
ities. In the 1970s, Georgelin & Georgelin (1976) proposed a
famous model of four-arm segments by using",9,NimbusRomNo9L-Regu,,211,61
∼,9,txsy,,1,1
"100 optical- and
radio-selected H",9,NimbusRomNo9L-Regu,,33,16
ii,9,rtxsc,,2,2
"regions, which was further explored by many
researchers by an integrated approach of mass data of various
spiral tracers, including high-mass young stars, H",9,NimbusRomNo9L-Regu,,156,61
ii,9,rtxsc,,2,2
"regions, gi-
ant molecular clouds, H",9,NimbusRomNo9L-Regu,,36,23
i,9,rtxsc,,1,1
"clouds, etc.(e.g., Russeil 2003; Hou &
Han 2014). Until now, many approaches have been pursued to
decipher the morphology of the Galaxy spiral arms (e.g., see Xu",9,NimbusRomNo9L-Regu,,161,63
"et al. 2018a; Shen & Zheng 2020, for reviews). There is a general
consensus that a global spiral pattern exists in the Galactic disk
between Galactocentric distance of about 3 and 10 kpc. How-
ever, considerable disagreements remain in regards to the ﬁner",9,NimbusRomNo9L-Regu,,255,66
"details. The arm geometries, orientations, and even the number
of arms are still debated.",9,NimbusRomNo9L-Regu,,89,62
"Measuring the distances as accurately as possible for many
spiral tracers would be the key to settle the disputes. Through
measuring the trigonometric parallax of masers in high-mass star
formation regions, the VLBI has achieved a revolutionary break-
through in the spiral structure of the Milky Way (Xu et al. 2006).
The VLBI can now obtain parallax accuracies down to a few",9,NimbusRomNo9L-Regu,,376,66
µ,9,rtxmi,,1,1
"as (e.g., Sanna et al. 2017). Accurate trigonometric parallaxes
for about 200 high-mass star formation regions have been mea-
sured. They are spread over about one-third of the entire Galac-
tic disk, which is the subject of an updated view of the Galactic
spiral structure that has recently been proposed by Reid et al.",9,NimbusRomNo9L-Regu,,320,65
"(2019). However, there is still a lack of observational data for",9,NimbusRomNo9L-Regu,,64,64
"many Galaxy areas, especially in the fourth Galactic quadrant.
In order to accurately trace the extension of nearby spiral arm
segments, the parallax measurements of masers need to be sup-
plemented.",9,NimbusRomNo9L-Regu,,199,63
By taking advantage of the second data release of the,9,NimbusRomNo9L-Regu,,53,53
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"mission, Xu et al. (2018b, Hereafter Paper I) extended the nearby
spiral arms from the ﬁrst and second Galactic quadrants to the
third and fourth quadrants. The spiral structure within",9,NimbusRomNo9L-Regu,,184,65
≈,9,txsy,,1,1
"3 kpc of
the Sun was well depicted with massive, young stars (OB stars).
To accurately extend the nearby arm segments to more distant
regions (",9,NimbusRomNo9L-Regu,,143,63
,9,txsya,,0,0
"3 kpc), higher accuracies of parallax data are crucial.",9,NimbusRomNo9L-Regu,,55,55
"Recently, the",9,NimbusRomNo9L-Regu,,13,13
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"mission released part of the third data set
(the",9,NimbusRomNo9L-Regu,,48,43
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"Early Data Release 3, hereafter",9,NimbusRomNo9L-Regu,,31,31
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"EDR3). The as-
trometric data (",9,NimbusRomNo9L-Regu,,31,16
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"Collaboration et al. 2016, 2020) have been
updated signiﬁcantly, up to a parallax accuracy of 20–30",9,NimbusRomNo9L-Regu,,99,56
µ,9,rtxmi,,1,1
"as,",9,NimbusRomNo9L-Regu,,3,3
"Article number, page 1 of 4",8,NimbusRomNo9L-Regu,,27,27
A,8,NimbusRomNo9L-Regu-Slant_167,,1,1
&,8,rtxr-Slant_167,,1,1
A proofs:,8,NimbusRomNo9L-Regu-Slant_167,,9,9
manuscript no. Gaia_OB_stars,8,NimbusRomNo9L-Regu,,28,28
"which enables us to reveal the detailed local spiral structure in a
wider range (",9,NimbusRomNo9L-Regu,,81,67
≈,9,txsy,,1,1
5 kpc).,9,NimbusRomNo9L-Regu,,7,7
2. OB star sample,10,NimbusSanL-Bold,,17,17
"The OB stars are taken from the catalog of stellar spectral
classiﬁcations of Ski",9,NimbusRomNo9L-Regu,,81,59
ﬀ,9,rtxr,,1,1
"(2014), which has been updated up to
2020 February 6. This catalog represents 68612 spectroscopi-
cally conﬁrmed OB stars collected from the literature, along with
spectral type classiﬁcations and accurate coordinates (",9,NimbusRomNo9L-Regu,,219,65
≈,9,txsy,,1,1
1,9,NimbusRomNo9L-Regu,,1,1
,6,txsy,,0,0
"). It
is probably the largest sample of spectroscopically conﬁrmed
OB stars available to date, which enables us to reveal the spi-
ral structure within",9,NimbusRomNo9L-Regu,,151,63
≈,9,txsy,,1,1
"5 kpc of the Sun. However, this catalog is
not complete, more OBs have yet to be identiﬁed from",9,NimbusRomNo9L-Regu,,95,52
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"or
other photometric and spectroscopic surveys. We carried out a
cross-match between these OB stars and the",9,NimbusRomNo9L-Regu,,107,61
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"EDR3 cata-
log with a match radius of 1",9,NimbusRomNo9L-Regu,,39,28
,6,txsy,,0,0
". After eliminating the targets that
had more than one positionally matched",9,NimbusRomNo9L-Regu,,75,38
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"source, we found
14414 O–B2 stars.",9,NimbusRomNo9L-Regu,,34,17
"We noticed that many of the 14414 O–B2 stars have con-
siderable parallax uncertainties, that is to say larger than 10%,
which are comparable with the typical spacing between the
nearby spiral arm segments. Therefore, similar to Paper I, we
only adopted the O–B2 stars with distance accuracies better",9,NimbusRomNo9L-Regu,,300,65
"than 10% to depict the nearby spiral arms. After rejecting stars
with vertical heights larger than 300 pc, we obtained a reduced
subsample of 9750 sources that includes 5386 O–B0 stars and
1089 O-type stars. Their",9,NimbusRomNo9L-Regu,,213,64
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"source ID, coordinates, paral-
laxes, proper motions, and also the names and spectral type clas-
siﬁcations from Ski",9,NimbusRomNo9L-Regu,,116,65
ﬀ,9,rtxr,,1,1
(2014) are listed in Table 1,9,NimbusRomNo9L-Regu,,28,28
1,6,NimbusRomNo9L-Regu,,1,1
". In compar-
ison, there were only 2800 OB stars with parallax accuracies
better than 10% in Paper I. For the OB stars in Table 1, their",9,NimbusRomNo9L-Regu,,136,62
Gaia G,9,NimbusRomNo9L-ReguItal,,6,6
band apparent magnitudes are between,9,NimbusRomNo9L-Regu,,36,36
∼,9,txsy,,1,1
"2.6 and 18.3,",9,NimbusRomNo9L-Regu,,13,13
∼,9,txsy,,1,1
87% of them have,9,NimbusRomNo9L-Regu,,16,16
G,9,NimbusRomNo9L-ReguItal,,1,1
magnitudes,9,NimbusRomNo9L-Regu,,10,10
<,9,rtxmi,,1,1
"12. They are distributed in
the Galactic longitude range from 0",9,NimbusRomNo9L-Regu,,63,35
◦,6,txsy,,1,1
to 360,9,NimbusRomNo9L-Regu,,6,6
◦,6,txsy,,1,1
", about 90% of them
are located in Galactic latitude",9,NimbusRomNo9L-Regu,,52,32
|,9,txsy,,1,1
b,9,NimbusRomNo9L-ReguItal,,1,1
|,9,txsy,,1,1
<,9,rtxmi,,1,1
5,9,NimbusRomNo9L-Regu,,1,1
◦,6,txsy,,1,1
.,9,NimbusRomNo9L-Regu,,1,1
"There is an average systematic bias of 0.017 mas on the par-
allax zero-point of",9,NimbusRomNo9L-Regu,,80,60
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"EDR3. How to properly correct a sub-
sample of",9,NimbusRomNo9L-Regu,,46,36
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"stars for this bias is not a closed issue. We tested
its impact on our results by correcting the average systematic
bias to the stars, and we found that the inﬂuence is very small
for the nearby OB stars studied in this work. In the following
analysis, we neglect the bias on the",9,NimbusRomNo9L-Regu,,279,63
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"parallax zero-point for
the OB stars.",9,NimbusRomNo9L-Regu,,37,23
3. Spiral structure,10,NimbusSanL-Bold,,19,19
"In this section, we investigate the nearby spiral structure traced
by three di",9,NimbusRomNo9L-Regu,,78,66
ﬀ,9,rtxr,,1,1
"erent groups of OB stars, that is, the O–B2 stars,
the O–B0 stars, and only the O-type stars. As shown in the left
panel of Fig.1, the distribution of O–B2 stars projected onto the
Galactic plane clearly delineate three spiral arm segments, they
are the Perseus Arm, the Local Arm, and the Sagittarius-Carina
Arm from top to bottom. In Paper I with",9,NimbusRomNo9L-Regu,,348,65
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"DR2 data, the
scopes of these arm segments were only limited to within",9,NimbusRomNo9L-Regu,,70,56
≈,9,txsy,,1,1
"3
kpc of the Sun. While with the recently released",9,NimbusRomNo9L-Regu,,50,48
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
"EDR3
data, these arm segments extend to more distant Galaxy regions,",9,NimbusRomNo9L-Regu,,68,63
≈,9,txsy,,1,1
"5 kpc away from the Sun as shown in Fig.1. Especially in the
fourth Galactic quadrant, the Sagittarius-Carina Arm was traced
to (",9,NimbusRomNo9L-Regu,,129,63
X,9,NimbusRomNo9L-ReguItal,,1,1
∼ −,9,txsy,,3,3
7,9,NimbusRomNo9L-Regu,,1,1
.,9,rtxmi,,1,1
"0,",9,NimbusRomNo9L-Regu,,2,2
Y,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
5,9,NimbusRomNo9L-Regu,,1,1
.,9,rtxmi,,1,1
"5) kpc by O–B2 stars, as far as 7.5 kpc from",9,NimbusRomNo9L-Regu,,44,44
"us. In the spiral arms, we notice that the distribution of O–B2",9,NimbusRomNo9L-Regu,,63,63
1,5,NimbusRomNo9L-Regu,,1,1
"https://cdsarc.u-strasbg.fr/ftp/vizier.submit/
/xygaia2020v2/",8,t1xtt,,61,46
"Article number, page 2 of 4",8,NimbusRomNo9L-Regu,,27,27
"stars is uneven, which may may be a result of the uneven distri-
bution of giant molecular clouds (e.g., Dame et al. 2001; Sun et
al. 2020) and",9,NimbusRomNo9L-Regu,,143,64
/,9,rtxr,,1,1
"or foreground extinction. Meanwhile, besides the
major spiral arm segments, there are quite a lot of stars scattered
in the inter-arm regions.",9,NimbusRomNo9L-Regu,,142,67
"A peculiar motion speed of a star is normally from a few to
tens of km s",9,NimbusRomNo9L-Regu,,72,59
−,6,txsy,,1,1
1,6,NimbusRomNo9L-Regu,,1,1
. The B2-type stars can live for,9,NimbusRomNo9L-Regu,,32,32
∼,9,txsy,,1,1
"20 million years,
which means that they could migrate far from their birthplaces,
up to about 1 kpc. If their peculiar motions are perpendicular
to spiral arms, a rather large portion of the B2-type stars born
in spiral arms would already have migrated far from the birth
sites. In comparison, the lifetimes of B0-type stars are less than
about ten million years, only some of them could leave the spiral
arms where they were born. As shown in the right panel of Fig.1,
relatively few stars are located in the inter arm regions while we
made a similar plot with O–B0 stars, rather than O–B2 stars.",9,NimbusRomNo9L-Regu,,597,66
"The more massive a star is, the younger it is, and the better
tracer it is for the Galaxy spiral arms. Because of their shorter
life spans than the B0–B2 stars, generally speaking, most of
the O-type stars are still located near their birthplaces and, con-
sequently, can be a better tracer for Galaxy spiral structure.
In Fig.2, we solely focus on the distribution of O-type stars.
In order to depict the entire pattern of spiral arms, the high-
mass star formation region masers with VLBI parallax measure-
ments (Reid et al. 2019) are also displayed, which distribute in a",9,NimbusRomNo9L-Regu,,575,67
"much broader region than that of O-type stars in the ﬁrst Galactic
quadrant. By combining these high-quality data, the properties
of nearby spiral arms are explored and discussed below.",9,NimbusRomNo9L-Regu,,185,66
"Along the Perseus Arm, the O-type stars tend to cluster.
Many O-type stars accumulate between Galactic longitude",9,NimbusRomNo9L-Regu,,112,56
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
210,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
and,9,NimbusRomNo9L-Regu,,3,3
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
250,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
", despite it being thought that a gap was
there. Together with clumps of O-type stars around",9,NimbusRomNo9L-Regu,,92,50
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
180,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
and clumps located between,9,NimbusRomNo9L-Regu,,26,26
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
100,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
and,9,NimbusRomNo9L-Regu,,3,3
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
150,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
", these results
indicate the uneven star formation in the Perseus Arm. Interest-
ingly, in the third quadrant, the Perseus Arm traced by O-type
stars tends to spiral inward toward the Galactic center direction
in comparison to that deﬁned by a small number of known VLBI
masers. In addition to pointing away and being traceable be-
tween heliocentric distances of 0.3 and 1.5 kpc, the Orion Spur
protrudes from this major feature between",9,NimbusRomNo9L-Regu,,437,65
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
210,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
and,9,NimbusRomNo9L-Regu,,3,3
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
220,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
".
Remarkably, the Local Arm traced by the distribution of O-
type stars is distinct, it extends much longer than previously ex-
pected, and it seems more similar to a major spiral arm feature.
It extends to the third and fourth Galactic quadrants almost di-
rectly at",9,NimbusRomNo9L-Regu,,267,66
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
260,9,NimbusRomNo9L-Regu,,3,3
/,9,rtxr,,1,1
270,9,NimbusRomNo9L-Regu,,3,3
◦,6,txsy,,1,1
", with a length of",9,NimbusRomNo9L-Regu,,18,18
∼,9,txsy,,1,1
"3 kpc from the Sun, and
perhaps it would extend further and spiral inward to the fourth
quadrant. In addition, there is an obvious di",9,NimbusRomNo9L-Regu,,133,63
ﬀ,9,rtxr,,1,1
"erence between the
distribution of O-type stars and the modeled arm extension by",9,NimbusRomNo9L-Regu,,80,61
using VLBI masers. The Local Arm traced by O-type stars seems,9,NimbusRomNo9L-Regu,,61,61
"to present a downward drift toward the Galactic center in com-
parison of the maser measurements. In the longitude range of",9,NimbusRomNo9L-Regu,,123,62
l,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
"240
, there is still a lack of VLBI maser data, the up-
coming BeSSeL Survey to the southern hemisphere would solve
the mystery (Reid et al. 2019).",9,NimbusRomNo9L-Regu,,147,59
◦,4,txsy,,1,1
−,9,txsy,,1,1
330,9,NimbusRomNo9L-Regu,,3,3
◦,4,txsy,,1,1
"The Sagittarius-Carina Arm delineated by the distribution of
O-type stars is shown as an arc-shaped structure: from",9,NimbusRomNo9L-Regu,,115,60
l,9,NimbusRomNo9L-ReguItal,,1,1
≈,9,txsy,,1,1
50,9,NimbusRomNo9L-Regu,,2,2
◦,6,txsy,,1,1
through,9,NimbusRomNo9L-Regu,,7,7
l,9,NimbusRomNo9L-ReguItal,,1,1
=,9,rtxr,,1,1
0,9,NimbusRomNo9L-Regu,,1,1
◦,6,txsy,,1,1
to,9,NimbusRomNo9L-Regu,,2,2
l,9,NimbusRomNo9L-ReguItal,,1,1
≈ −,9,txsy,,3,3
80,9,NimbusRomNo9L-Regu,,2,2
◦,6,txsy,,1,1
", between",9,NimbusRomNo9L-Regu,,9,9
R,9,NimbusRomNo9L-ReguItal,,1,1
∼,9,txsy,,1,1
6 kpc and,9,NimbusRomNo9L-Regu,,9,9
∼,9,txsy,,1,1
"9 kpc with
a length of",9,NimbusRomNo9L-Regu,,22,11
≈,9,txsy,,1,1
"10 kpc, where",9,NimbusRomNo9L-Regu,,13,13
R,9,NimbusRomNo9L-ReguItal,,1,1
"is the Galactocentric radius. Strik-
ingly, in the fourth quadrant, the distribution of O-type stars in
the Sagittarius-Carina Arm is well consistent with the model pre-",9,NimbusRomNo9L-Regu,,169,66
"diction of arm extension given by the VLBI masers (Reid et al.
2019). Meanwhile, the Scutum-Centaurus Arm is also discern-
able from",9,NimbusRomNo9L-Regu,,132,62
l,9,NimbusRomNo9L-ReguItal,,1,1
≈,9,txsy,,1,1
25,9,NimbusRomNo9L-Regu,,2,2
◦,6,txsy,,1,1
through,9,NimbusRomNo9L-Regu,,7,7
l,9,NimbusRomNo9L-ReguItal,,1,1
=,9,rtxr,,1,1
0,9,NimbusRomNo9L-Regu,,1,1
◦,6,txsy,,1,1
to,9,NimbusRomNo9L-Regu,,2,2
l,9,NimbusRomNo9L-ReguItal,,1,1
≈ −,9,txsy,,3,3
50,9,NimbusRomNo9L-Regu,,2,2
◦,6,txsy,,1,1
"in the distribution
of O-type stars.",9,NimbusRomNo9L-Regu,,36,19
Table 1.,8,NimbusRomNo9L-Medi,,8,8
Parallaxes and proper motions of OB stars from,8,NimbusRomNo9L-Regu,,46,46
Gaia,8,NimbusRomNo9L-ReguItal,,4,4
EDR3.,8,NimbusRomNo9L-Regu,,5,5
Xu et al: Local Spiral Structure,8,NimbusRomNo9L-Regu,,32,32
Name,9,NimbusRomNo9L-Regu,,4,4
Gaia,9,NimbusRomNo9L-ReguItal,,4,4
EDR3 ID,9,NimbusRomNo9L-Regu,,7,7
(1),9,NimbusRomNo9L-Regu,,3,3
(2),9,NimbusRomNo9L-Regu,,3,3
"RA
(",9,NimbusRomNo9L-Regu,,4,2
◦,6,txsy,,1,1
")
(3)",9,NimbusRomNo9L-Regu,,5,3
"Dec
(",9,NimbusRomNo9L-Regu,,5,3
◦,6,txsy,,1,1
")
(4)",9,NimbusRomNo9L-Regu,,5,3
π,9,rtxmi,,1,1
"(mas)
(5)",9,NimbusRomNo9L-Regu,,9,5
µ,9,rtxmi,,1,1
x,6,NimbusRomNo9L-ReguItal,,1,1
(mas yr,9,NimbusRomNo9L-Regu,,7,7
−,6,txsy,,1,1
1,6,NimbusRomNo9L-Regu,,1,1
")
(6)",9,NimbusRomNo9L-Regu,,5,3
µ,9,rtxmi,,1,1
y,6,NimbusRomNo9L-ReguItal,,1,1
(mas yr,9,NimbusRomNo9L-Regu,,7,7
−,6,txsy,,1,1
1,6,NimbusRomNo9L-Regu,,1,1
")
(7)",9,NimbusRomNo9L-Regu,,5,3
"Spectral
type
(8)",9,NimbusRomNo9L-Regu,,17,8
LS I,9,NimbusRomNo9L-Regu,,4,4
+,9,rtxr,,1,1
"66 3
[B55b] 5542
[B53] 368
LS I",9,NimbusRomNo9L-Regu,,31,11
+,9,rtxr,,1,1
"64 9
[B53] 369
...",9,NimbusRomNo9L-Regu,,18,9
"528563384392653312
429950454253663360
423149081478526464
431771623466692608
423157774492279680",9,NimbusRomNo9L-Regu,,94,18
"0.1219
0.1471
0.2867
0.3067
0.3113",9,NimbusRomNo9L-Regu,,34,6
"67.2168
62.5549
58.9799
64.5883
59.1428",9,NimbusRomNo9L-Regu,,39,7
0.948,9,NimbusRomNo9L-Regu,,5,5
±,9,txsy,,1,1
0.012,9,NimbusRomNo9L-Regu,,5,5
−,9,txsy,,1,1
1.80,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
0.01,9,NimbusRomNo9L-Regu,,4,4
−,9,txsy,,1,1
2.43,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
"0.01
0.413",9,NimbusRomNo9L-Regu,,10,5
±,9,txsy,,1,1
0.023,9,NimbusRomNo9L-Regu,,5,5
−,9,txsy,,1,1
3.55,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
0.02,9,NimbusRomNo9L-Regu,,4,4
−,9,txsy,,1,1
1.17,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
"0.03
0.261",9,NimbusRomNo9L-Regu,,10,5
±,9,txsy,,1,1
0.015,9,NimbusRomNo9L-Regu,,5,5
−,9,txsy,,1,1
3.32,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
0.01,9,NimbusRomNo9L-Regu,,4,4
−,9,txsy,,1,1
2.70,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
"0.02
0.332",9,NimbusRomNo9L-Regu,,10,5
±,9,txsy,,1,1
0.015,9,NimbusRomNo9L-Regu,,5,5
−,9,txsy,,1,1
2.76,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
0.01,9,NimbusRomNo9L-Regu,,4,4
−,9,txsy,,1,1
0.83,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
"0.01
0.264",9,NimbusRomNo9L-Regu,,10,5
±,9,txsy,,1,1
0.014,9,NimbusRomNo9L-Regu,,5,5
−,9,txsy,,1,1
3.02,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
0.01,9,NimbusRomNo9L-Regu,,4,4
−,9,txsy,,1,1
1.50,9,NimbusRomNo9L-Regu,,4,4
±,9,txsy,,1,1
0.01,9,NimbusRomNo9L-Regu,,4,4
