text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"systems to study the redshift evolution and various
correlation between the derived physical parameters. We see a signiﬁcant redshift evolution
in",9,TeXGyreTermesX-Regular,,146,91
𝑛,9,NewTXMI,,1,1
H,7,TeXGyreTermesX-Regular,,1,1
",",9,TeXGyreTermesX-Regular,,1,1
[,9,txsys,,1,1
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
and,9,TeXGyreTermesX-Regular,,3,3
𝐿,9,NewTXMI,,1,1
. We compare the redshift evolution of metallicity in C,9,TeXGyreTermesX-Regular,,55,55
iii,9,TeXGyreTermesX-Regular,,3,3
"systems with
those of various types of absorption systems. We ﬁnd that the slope of",9,TeXGyreTermesX-Regular,,83,70
[,9,txsys,,1,1
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
vs.,9,TeXGyreTermesX-Regular,,3,3
𝑧,9,NewTXMI,,1,1
for C,9,TeXGyreTermesX-Regular,,5,5
iii,9,TeXGyreTermesX-Regular,,3,3
"absorbers is stepper compared to the redshift evolution of cosmic metallicity of the damped
Ly",9,TeXGyreTermesX-Regular,,94,91
𝛼,9,NewTXMI,,1,1
sample (DLAs) but consistent with that of sub,9,TeXGyreTermesX-Regular,,45,45
−,9,txsys,,1,1
"DLAs. We ﬁnd the existence of strong
anti-correlation between",9,TeXGyreTermesX-Regular,,61,36
𝐿,9,NewTXMI,,1,1
vs.,9,TeXGyreTermesX-Regular,,3,3
[,9,txsys,,1,1
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
"for the combined sample with a signiﬁcance level of
8.39",9,TeXGyreTermesX-Regular,,56,51
𝜎,9,NewTXMI,,1,1
. We see evidence of two distinct,9,TeXGyreTermesX-Regular,,33,33
[,9,txsys,,1,1
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
branch C,9,TeXGyreTermesX-Regular,,8,8
iii,9,TeXGyreTermesX-Regular,,3,3
populations (low,9,TeXGyreTermesX-Regular,,16,16
−[,9,txsys,,2,2
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
"branch,",9,TeXGyreTermesX-Regular,,7,7
[,9,txsys,,1,1
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
6,9,MSAM10,,1,1
−,9,txsys,,1,1
1,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
2,9,TeXGyreTermesX-Regular,,1,1
and high,9,TeXGyreTermesX-Regular,,8,8
−[,9,txsys,,2,2
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
"branch,",9,TeXGyreTermesX-Regular,,7,7
[,9,txsys,,1,1
𝐶,9,NewTXMI,,1,1
/,9,txsys,,1,1
𝐻,9,NewTXMI,,1,1
],9,txsys,,1,1
>,9,NewTXMI,,1,1
−,9,txsys,,1,1
1,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
2,9,TeXGyreTermesX-Regular,,1,1
) in the combined C,9,TeXGyreTermesX-Regular,,19,19
iii,9,TeXGyreTermesX-Regular,,3,3
"sample when
divided appropriately in the",9,TeXGyreTermesX-Regular,,40,28
𝐿,9,NewTXMI,,1,1
vs.,9,TeXGyreTermesX-Regular,,3,3
𝑁,9,NewTXMI,,1,1
(,9,txsys,,1,1
C,9,TeXGyreTermesX-Regular,,1,1
iii,9,TeXGyreTermesX-Regular,,3,3
),9,txsys,,1,1
plane. Further studies of C,9,TeXGyreTermesX-Regular,,27,27
iii,9,TeXGyreTermesX-Regular,,3,3
"absorbers in the
redshift range,",9,TeXGyreTermesX-Regular,,32,16
1,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
0,9,TeXGyreTermesX-Regular,,1,1
6,9,MSAM10,,1,1
𝑧,9,NewTXMI,,1,1
6,9,MSAM10,,1,1
2,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
0,9,TeXGyreTermesX-Regular,,1,1
"is important to map the redshift evolution of these absorbers
and gain insights into the time evolution physical conditions of the circumgalactic medium.",9,TeXGyreTermesX-Regular,,153,91
Key words:,9,TeXGyreTermesX-Bold,,10,10
galaxies: evolution - galaxies: haloes - quasars: absorption lines,9,TeXGyreTermesX-Regular,,66,66
1 INTRODUCTION,8,TeXGyreTermesX-Bold,,14,14
"Galaxies accrete gas from its surrounding regions in order to sustain
the star forming activity over long timescales (",8,TeXGyreTermesX-Regular,,118,69
∼,8,txsys,,1,1
"Gyr) (Fox & Davé
2017). In return, various stellar activities push back the gas into the
halo of the galaxy and/or into the circumgalactic medium (CGM)
through winds (Heckman et al. 2000; Veilleux et al. 2005; Zhang
2018; Lochhaas et al. 2018). The gas ﬂows around a galaxy provide
crucial information on the initial mass function and star formation
rate (SFR) history of the host galaxy. So, the measurement of
chemical abundances and physical parameters of the CGM gas are
essential to explore processes driving the evolution of galaxies.
However,
these inﬂows/outﬂows in
emission via direct observations with current telescopes. Therefore,",8,TeXGyreTermesX-Regular,,642,71
"these gas ﬂows are usually detected in absorption lines embedded
in the spectra of luminous background sources (such as quasars
and gamma-ray bursts (GRBs); Ford et al. 2014; Hafen et al. 2020;
Ho & Martin 2020). Currently, high-resolution spectrographs have",8,TeXGyreTermesX-Regular,,258,65
is impossible to detect,8,TeXGyreTermesX-Regular,,23,23
it,8,TeXGyreTermesX-Regular,,2,2
∗,7,txsys,,1,1
Contact e-mail: abhisekphy@gmail.com,7,TeXGyreTermesX-Regular,,36,36
©,7,TeXGyreTermes-Regular,,1,1
2019 The Authors,7,TeXGyreTermesX-Regular,,16,16
"the ability to trace the inﬂow/outﬂow in the intervening galaxies
with signiﬁcant sensitivity and resolve the individual components
up to a few km s",8,TeXGyreTermesX-Regular,,148,65
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
.,8,TeXGyreTermesX-Regular,,1,1
"Metals observed in quasar spectra originating from galactic
haloes (or CGM) around the intervening galaxies are found to
evolve with cosmic time (Bergeron 1986; Adelberger et al. 2005;
Steidel et al. 2010; Keeney et al. 2017; Tumlinson et al. 2017;
Muzahid et al. 2018). In the past few decades, absorption line
studies show that the photoionized gas with a temperature of
about",8,TeXGyreTermesX-Regular,,378,63
10,8,TeXGyreTermesX-Regular,,2,2
4,7,TeXGyreTermesX-Regular,,1,1
𝐾,8,NewTXMI,,1,1
"are ubiquitous throughout the gaseous halo of the
galaxies up to impact parameters of",8,TeXGyreTermesX-Regular,,85,49
∼,8,txsys,,1,1
"100 kpc (Stocke et al. 2013;
Werk et al. 2013). Using the low redshift COS-Halos sample,
Stern et al. (2016) have shown that for",8,TeXGyreTermesX-Regular,,128,59
∼,8,txsys,,1,1
𝐿,8,NewTXMI,,1,1
∗,7,txsys,,1,1
"galaxies, the haloes",8,TeXGyreTermesX-Regular,,20,20
are reservoirs of cool gas with masses in the range,8,TeXGyreTermesX-Regular,,51,51
∼,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
10,7,TeXGyreTermesX-Regular,,2,2
−,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
11,7,TeXGyreTermesX-Regular,,2,2
𝑀,8,NewTXMI,,1,1
⊙,7,txsys,,1,1
". Despite having ample of CGM surveys using quasar
absorption lines, the origin and distribution of halo gas in the
CGM is still uncertain. However, it has been shown from several
hydrodynamic simulations that the enrichment of heavy elements in
the CGM is predominantly due to the galactic winds (Veilleux et al.",8,TeXGyreTermesX-Regular,,313,67
2005; McCourt et al. 2015; Muratov et al. 2015). The massive,8,TeXGyreTermesX-Regular,,60,60
2,11,TeXGyreTermesX-Regular,,1,1
"Mohapatra, A. et al.",11,TeXGyreTermesX-Italic,,20,20
"superwinds of supernova explosions drive the metal enriched
out-ﬂowing gas into the haloes of galaxies. The wind material
goes through fragmentation due to thermal instabilities to form
clumps of clouds (Field 1965; Thompson et al. 2016). The clump
of gas then cools with time and reaches pressure equilibrium with
the surroundings (McCourt et al. 2015; Heckman et al. 2017) or
become self-gravitating (Dedikov & Shchekinov 2004). Recently,
several simulation results also suggest that the condensations under
thermal instabilities and fragmentation of cool gas are responsible
for forming small cloudlets (sizes",8,TeXGyreTermesX-Regular,,612,68
∼,8,txsys,,1,1
"pc) in the galactic halos
(McCourt et al. 2018; Liang & Remming 2020).",8,TeXGyreTermesX-Regular,,70,44
"Primarily, Mg",8,TeXGyreTermesX-Regular,,13,13
ii,8,TeXGyreTermesX-Regular,,2,2
𝜆𝜆,8,NewTXMI,,2,2
"2976, 2803 doublet transitions have been
used over the years to trace the relationship between metal ions and
parent galaxies at low to intermediate redshifts (0.3",8,TeXGyreTermesX-Regular,,163,68
6,8,MSAM10,,1,1
𝑧,8,NewTXMI,,1,1
6,8,MSAM10,,1,1
"2.5)
(Petitjean & Bergeron 1990; Chen et al. 2010; Dutta et al. 2017;
Joshi et al. 2017). However, the scenario has drastically changed
with the use of other metal ions such as low ionized ions of Si",8,TeXGyreTermesX-Regular,,199,65
ii,8,TeXGyreTermesX-Regular,,2,2
", C",8,TeXGyreTermesX-Regular,,3,3
ii,8,TeXGyreTermesX-Regular,,2,2
",
Si",8,TeXGyreTermesX-Regular,,4,2
iii,8,TeXGyreTermesX-Regular,,3,3
", (Narayanan et al. 2005; Herenz et al. 2013; Muzahid et al.
2018; Bouma et al. 2019) intermediate to high ionized ions of
Si",8,TeXGyreTermesX-Regular,,125,61
iv,8,TeXGyreTermesX-Regular,,2,2
", C",8,TeXGyreTermesX-Regular,,3,3
iv,8,TeXGyreTermesX-Regular,,2,2
", O",8,TeXGyreTermesX-Regular,,3,3
vi,8,TeXGyreTermesX-Regular,,2,2
", Ne",8,TeXGyreTermesX-Regular,,4,4
viii,8,TeXGyreTermesX-Regular,,4,4
(Chen et al. 2001; Bergeron & Herbert-Fort,8,TeXGyreTermesX-Regular,,42,42
"2005; Muzahid 2014; Muzahid et al. 2015; Hussain et al. 2017),
etc., with the help of high-quality and high-resolution UV
spectroscopy.",8,TeXGyreTermesX-Regular,,135,62
"Measurements of column densities of successive ionization
stages of an element
is advantageous to infer the ionization
parameter (U) (alternatively",8,TeXGyreTermesX-Regular,,147,57
𝑛,8,NewTXMI,,1,1
H,7,TeXGyreTermesX-Regular,,1,1
") of photoionized cool absorbing gas
with an assumed incident ultraviolet background (UVB) radiation.
Additionally,",8,TeXGyreTermesX-Regular,,115,64
𝑁,8,NewTXMI,,1,1
(,8,txsys,,1,1
H,8,TeXGyreTermesX-Regular,,1,1
i,8,TeXGyreTermesX-Regular,,1,1
),8,txsys,,1,1
"of the absorbing gas is further used to
constrain the physical parameters accurately. Hence, large surveys
of successive ions of heavy elements with additional coverage of
H",8,TeXGyreTermesX-Regular,,173,66
i,8,TeXGyreTermesX-Regular,,1,1
"are potentially essential to identify the underlying mechanism of
the stability and origin of the absorbing gas. With large surveys, we
wish to capture the broad statistics of absorption systems and study
various correlations between the derived physical and chemical
parameters. This can further enhance our understanding of the
absorbers and provide essential ingredients to perform more realistic
hydrodynamic simulations of galaxy formation and the evolution of
IGM/CGM.",8,TeXGyreTermesX-Regular,,474,69
"However, the luxury of ﬁnding such idealized absorbing gas
sample is limited due to various constraints such as, wavelength
coverage of all the ions, blending due to the other ionic transitions,
detection limits due to signal to noise ratio (SNR), etc. Mostly,
carbon is used as a common tracer of metals associated with H",8,TeXGyreTermesX-Regular,,322,70
i,8,TeXGyreTermesX-Regular,,1,1
"absorbing gas originating from the IGM/CGM (Cowie et al. 1995;
Schaye et al. 2007; Boksenberg & Sargent 2015). The C",8,TeXGyreTermesX-Regular,,116,62
iv,8,TeXGyreTermesX-Regular,,2,2
𝜆𝜆,8,NewTXMI,,2,2
"1548,
1550 doublet and C",8,TeXGyreTermesX-Regular,,24,18
ii,8,TeXGyreTermesX-Regular,,2,2
𝜆,8,NewTXMI,,1,1
1334 lie redward to the Ly,8,TeXGyreTermesX-Regular,,26,26
𝛼,8,NewTXMI,,1,1
"emission peak
of the quasar making them easily detectable and relatively free
from contamination. On the other hand, C",8,TeXGyreTermesX-Regular,,118,63
iii,8,TeXGyreTermesX-Regular,,3,3
𝜆,8,NewTXMI,,1,1
"977 falls inside
the Ly",8,TeXGyreTermesX-Regular,,23,16
𝛼,8,NewTXMI,,1,1
forest usually blended by other higher-order H,8,TeXGyreTermesX-Regular,,46,46
i,8,TeXGyreTermesX-Regular,,1,1
"Lyman
series transitions. Due to diﬃculty in ﬁnding clean C",8,TeXGyreTermesX-Regular,,59,53
iii,8,TeXGyreTermesX-Regular,,3,3
"absorption
lines and the dearth of C",8,TeXGyreTermesX-Regular,,36,25
ii,8,TeXGyreTermesX-Regular,,2,2
detection in the low,8,TeXGyreTermesX-Regular,,20,20
−,8,txsys,,1,1
𝑁,8,NewTXMI,,1,1
(,8,txsys,,1,1
H,8,TeXGyreTermesX-Regular,,1,1
i,8,TeXGyreTermesX-Regular,,1,1
),8,txsys,,1,1
"absorption
systems, the physical and chemical properties of these absorbing gas
often remain poorly constrained. However, considering ionization
state, oscillatory strength, and elemental abundance, the C",8,TeXGyreTermesX-Regular,,204,68
iii,8,TeXGyreTermesX-Regular,,3,3
"line is
one of the best and strongest ultraviolet (UV) transition to study the",8,TeXGyreTermesX-Regular,,78,70
optically thin gas absorbers.,8,TeXGyreTermesX-Regular,,29,29
"Kim et al. (2016) have produced a systematic survey of
optically thin C",8,TeXGyreTermesX-Regular,,71,54
iii,8,TeXGyreTermesX-Regular,,3,3
"absorber sample at high redshift,",8,TeXGyreTermesX-Regular,,33,33
2,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
6,8,MSAM10,,1,1
𝑧,8,NewTXMI,,1,1
6,8,MSAM10,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
".
In Mohapatra et al. (2019) [hereafter, M19], we have analysed
this sample using the updated Khaire & Srianand (2019) UVBs
to explore the redshift evolution of these C",8,TeXGyreTermesX-Regular,,168,61
iii,8,TeXGyreTermesX-Regular,,3,3
absorbers. We,8,TeXGyreTermesX-Regular,,13,13
also emphasized the use of accurate UVB in photoionization (PI),8,TeXGyreTermesX-Regular,,63,63
"models and its impact on the derived parameters in M19. We
found various interesting correlations and anti-correlations of the
inferred parameters. We suggested that the anti-correlation between
line-of-sight thickness (",8,TeXGyreTermesX-Regular,,220,67
𝐿,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
𝑁,8,NewTXMI,,1,1
H,7,TeXGyreTermesX-Regular,,1,1
/,8,txsys,,1,1
𝑛,8,NewTXMI,,1,1
H,7,TeXGyreTermesX-Regular,,1,1
) and C-abundances (,8,TeXGyreTermesX-Regular,,20,20
[,8,txsys,,1,1
𝐶,8,NewTXMI,,1,1
/,8,txsys,,1,1
𝐻,8,NewTXMI,,1,1
],8,txsys,,1,1
")
can be well explained using a simple toy model where",8,TeXGyreTermesX-Regular,,54,52
𝐿,8,NewTXMI,,1,1
"is driven by
the cooling time (",8,TeXGyreTermesX-Regular,,31,18
𝑡,8,NewTXMI,,1,1
𝑐𝑜𝑜𝑙,7,NewTXMI7,,4,4
") as seen in the fragmentation of clouds due
to thermal instabilities (McCourt et al. 2018). The C",8,TeXGyreTermesX-Regular,,98,53
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbing
gas studied in M19 are expected to be predominantly originated
from the galactic haloes or gas around the galactic discs via inﬂows
or outﬂows. However, we do not ﬁnd any conﬁrmed detection of
galaxy sources within one Mpc impact parameter in the archival
spectroscopic or photometric data.",8,TeXGyreTermesX-Regular,,300,68
"Motivated by the aforementioned ﬁndings of M19, we have
further extended our study of the C",8,TeXGyreTermesX-Regular,,91,55
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbers to the low redshift
range, 0.2",8,TeXGyreTermesX-Regular,,40,29
6,8,MSAM10,,1,1
𝑧,8,NewTXMI,,1,1
6,8,MSAM10,,1,1
0.9 to explore whether the C,8,TeXGyreTermesX-Regular,,28,28
iii,8,TeXGyreTermesX-Regular,,3,3
"selected absorbers
substantially trace the cool fragmented gas clouds in the CGM.
Note that, the C",8,TeXGyreTermesX-Regular,,98,62
iii,8,TeXGyreTermesX-Regular,,3,3
"absorption is expected to be relatively less
contaminated by the higher-order H",8,TeXGyreTermesX-Regular,,79,44
i,8,TeXGyreTermesX-Regular,,1,1
"Lyman series absorption at
low",8,TeXGyreTermesX-Regular,,30,26
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
than at high,8,TeXGyreTermesX-Regular,,12,12
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
"and hence, are more reliable in deriving
the metallicity of the gas. To derive the physical and chemical",8,TeXGyreTermesX-Regular,,104,63
parameters of the low,8,TeXGyreTermesX-Regular,,21,21
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
C,8,TeXGyreTermesX-Regular,,1,1
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbers, we have used grids of
PI models. In the PI models, we have implemented the recently
updated Khaire & Srianand (2019) [hereafter KS19] UVBs using
quasar spectral index (",8,TeXGyreTermesX-Regular,,179,61
𝛼,8,NewTXMI,,1,1
") values,",8,TeXGyreTermesX-Regular,,9,9
−,8,txsys,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
6,8,TeXGyreTermesX-Regular,,1,1
",",8,TeXGyreTermesX-Regular,,1,1
−,8,txsys,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
8,8,TeXGyreTermesX-Regular,,1,1
and,8,TeXGyreTermesX-Regular,,3,3
−,8,txsys,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
"to study the
uncertainties in the derived parameters. Combining the low",8,TeXGyreTermesX-Regular,,71,58
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
C,8,TeXGyreTermesX-Regular,,1,1
iii,8,TeXGyreTermesX-Regular,,3,3
absorbers with the high,8,TeXGyreTermesX-Regular,,23,23
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
C,8,TeXGyreTermesX-Regular,,1,1
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbers from M19, we present a
comparative study of the C",8,TeXGyreTermesX-Regular,,59,32
iii,8,TeXGyreTermesX-Regular,,3,3
absorbers in a wide redshift range of,8,TeXGyreTermesX-Regular,,37,37
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
6,8,MSAM10,,1,1
𝑧,8,NewTXMI,,1,1
6,8,MSAM10,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
". Note that, we do not ﬁnd any galaxy association
for the high",8,TeXGyreTermesX-Regular,,62,49
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
C,8,TeXGyreTermesX-Regular,,1,1
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbers in M19. In contrast, the low",8,TeXGyreTermesX-Regular,,38,38
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
C,8,TeXGyreTermesX-Regular,,1,1
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbers are a part of the COS-CGM survey with at least one
galaxy within one Mpc projected distance.",8,TeXGyreTermesX-Regular,,102,60
"This paper is arranged as follows. In §2, we describe the details
of the low",8,TeXGyreTermesX-Regular,,76,65
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
C,8,TeXGyreTermesX-Regular,,1,1
iii,8,TeXGyreTermesX-Regular,,3,3
"sample. We brieﬂy explain the PI models and
present the physical and chemical properties of the low",8,TeXGyreTermesX-Regular,,99,55
−,8,txsys,,1,1
𝑧,8,NewTXMI,,1,1
"optically
thin C",8,TeXGyreTermesX-Regular,,16,9
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbers in §3. In §4, we discuss the redshift evolution
of various parameters and analyse various correlations between the
absorber properties. In §5, we discuss our results and emphasize the
need for a large survey of homogeneous optically thin C",8,TeXGyreTermesX-Regular,,249,68
iii,8,TeXGyreTermesX-Regular,,3,3
"absorbers
across the redshift range which can be used as an essential tracer of
the cool fragmented gas around the CGM. Throughout this study
we use",8,TeXGyreTermesX-Regular,,148,69
Λ,8,txmiaX,,1,1
