text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
10,7,TeXGyreTermesX-Regular,,2,2
M,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
by,8,TeXGyreTermesX-Regular,,2,2
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
"0 and pre-processing by groups dominates this quenching
(Wetzel et al. 2013).",8,TeXGyreTermesX-Regular,,77,55
"Using SDSS data, Wetzel et al. (2012) and Wetzel et al. (2013)
showed that on ﬁrst infall into a host, satellites are unaﬀected by
the host environment and are able to actively form stars for 2",8,TeXGyreTermesX-Regular,,193,67
−,8,txsys,,1,1
"4
Gyr after their infall. Results from Wetzel et al. (2013) also imply
that the satellite quenching time does not depend on the mass of
the host, but rather the mass of the satellite. In contrast, Roberts
& Parker (2017) showed that the largest degree of pre-processing
was found in the smallest satellite galaxies and the largest hosts.
Theoretical work by Bahé & McCarthy (2015) agrees with Wetzel",8,TeXGyreTermesX-Regular,,399,68
"et al. (2013) in that there is a delay in quenching satellites, once",8,TeXGyreTermesX-Regular,,68,68
"accreted onto a host. However, they also go on to corroborate the
results of Roberts & Parker (2017), by showing that quenching
timescales do depend on host mass. Further theoretical studies have
also tried to assess how prevalent pre-processing is. Using semi-
analytic models, McGee et al. (2009) and De Lucia et al. (2012)
found that up to",8,TeXGyreTermesX-Regular,,342,67
∼,8,txsys,,1,1
"40 per cent of galaxies residing in clusters at z
= 0 had previously spent a signiﬁcant time in group environments.
However, using a similar technique, Berrier et al. (2009) found
that pre-processing was a secondary process in galaxy evolution.
Using a semi-analytic model, Cora et al. (2019) found quenching
times consistent with the ones presented in Wetzel et al. (2013),
and a star formation quenching of low-mass satellites (i.e.",8,TeXGyreTermesX-Regular,,434,65
𝑀,8,NewTXMI,,1,1
star,7,TeXGyreTermesX-Regular,,4,4
∼,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
10,7,TeXGyreTermesX-Regular,,2,2
M,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
") that supports the Wetzel et al. (2013) ‘delay-then-
rapid’ scenario. However, they showed that this scenario does not
accurately describe the quenching experienced by the",8,TeXGyreTermesX-Regular,,172,65
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
"0 passive
satellites with higher stellar mass, as the duration of both phases is
of the same order of magnitude. Thus, they suggest a ‘delay-then-
fade’ quenching scenario that accounts for quenching processes in
which both phases have comparable time-scales.",8,TeXGyreTermesX-Regular,,259,70
"The missing ingredient from these studies is an extensive ex-
amination of the gas in pre-processed objects. Bahé et al. (2013)
made some attempt to quantify the gas stripping beyond the cluster",8,TeXGyreTermesX-Regular,,194,66
"virial radius by using the instantaneous gas fractions of infalling
objects around clusters. Their main ﬁnding showed that radial gas
fractions decrease with decreasing cluster-centric distance, and con-
tamination from backsplash and pre-processed galaxies (which will
also increase with decreasing cluster-centric distance) brings the
distribution down. This is in disagreement with Lotz et al. (2019)
and Arthur et al. (2019), who ﬁnd that the instantaneous gas frac-
tion does decline radially, but the gas in (sub)haloes is lost on ﬁrst
passage, rather than contamination being the cause for the radial
decline. In fact, in Arthur et al. (2019) it was postulated that the
majority of gas in infalling objects is stripped by some sort of ac-
cretion shock at 1",8,TeXGyreTermesX-Regular,,764,70
.,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
−,8,txsys,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
", where",8,TeXGyreTermesX-Regular,,7,7
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
"is the radius of the halo at
200 times the critical density of the universe at that redshift. How-
ever, whilst galaxy star formation quenching has been well studied,
a full examination of the gas in infalling objects is needed in order
to possibly alleviate tension in the literature and learn more about
pre-processing.",8,TeXGyreTermesX-Regular,,321,69
In this work we use the The Three Hundred dataset,8,TeXGyreTermesX-Regular,,49,49
1,7,TeXGyreTermesX-Regular,,1,1
", a
sample of over 300 galaxy clusters simulated with full-physics hy-
drodynamics out to",8,TeXGyreTermesX-Regular,,89,66
>,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
"of each galaxy cluster (Cui et al. 2018),
to assess the level of gaseous disruption of haloes and subhaloes be-
yond",8,TeXGyreTermesX-Regular,,116,69
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
. We extend the,8,TeXGyreTermesX-Regular,,15,15
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
"0 analysis done in Arthur et al.
(2019) by using the orbital histories of",8,TeXGyreTermesX-Regular,,73,40
>,8,NewTXMI,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
5,7,TeXGyreTermesX-Regular,,1,1
"infalling (sub)haloes
in a range of environments to quantify gas-loss since infall, which
we arbitrarily deﬁne as 4",8,TeXGyreTermesX-Regular,,115,67
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
". Using these tools we address what
cluster-centric distance objects lose their gas, how long it takes
since crossing 4",8,TeXGyreTermesX-Regular,,119,66
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
"for objects to lose their gas, how host mass is
linked to subhalo pre-processing, and whether some hosts are more
eﬃcient at stripping subhaloes.",8,TeXGyreTermesX-Regular,,145,65
"This paper is organised as follows. Section 2 contains the nu-
merical methodology used in this chapter. In Section 2.1 we give
brief reminder of the The Three Hundred dataset and how it was
created. Section 2.2 describes how the objects in our sample and
their orbital histories were selected. In Section 2.3 we present the
deﬁnitons and methodologies used in the analysis. Our results and
discussion is presented in Section 3. Lastly, in Section 4 we conclude
with a summary of our main ﬁndings.",8,TeXGyreTermesX-Regular,,497,70
2 NUMERICAL METHODS,8,TeXGyreTermesX-Bold,,19,19
2.1 ‘The Three Hundred’ Dataset,8,TeXGyreTermesX-Bold,,31,31
The Simulations,8,TeXGyreTermesX-Bold,,15,15
"The Three Hundred dataset consists of simu-
lated clusters created by extracting 324 spherical regions of 15",8,TeXGyreTermesX-Regular,,108,64
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"Mpc radius centred on each of the most massive clusters identiﬁed
at",8,TeXGyreTermesX-Regular,,68,65
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
"0 from the dark-matter-only MDPL2, MultiDark simulation
(Klypin et al. 2016)",8,TeXGyreTermesX-Regular,,76,55
2,7,TeXGyreTermesX-Regular,,1,1
. MDPL2 was simulated with a,8,TeXGyreTermesX-Regular,,28,28
Planck,8,TeXGyreTermesX-Italic,,6,6
"2015
cosmology (Planck Collaboration et al. 2016), with",8,TeXGyreTermesX-Regular,,55,50
Ω,8,txmiaX,,1,1
M,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"307,",8,TeXGyreTermesX-Regular,,4,4
Ω,8,txmiaX,,1,1
b,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"048,",8,TeXGyreTermesX-Regular,,4,4
Ω,8,txmiaX,,1,1
Λ,7,txmiaX,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"693,",8,TeXGyreTermesX-Regular,,4,4
ℎ,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"678,",8,TeXGyreTermesX-Regular,,4,4
𝜎,8,NewTXMI,,1,1
8,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"823, and",8,TeXGyreTermesX-Regular,,8,8
𝑛,8,NewTXMI,,1,1
𝑠,7,NewTXMI7,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"96;
and it contains 3840",8,TeXGyreTermesX-Regular,,24,20
3,7,TeXGyreTermesX-Regular,,1,1
dark matter particles each of mass 1,8,TeXGyreTermesX-Regular,,36,36
.,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
9,7,TeXGyreTermesX-Regular,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
M,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
residing within a box of 1,8,TeXGyreTermesX-Regular,,26,26
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"Gpc side-length. To model the
relevant baryonic physics, the 15",8,TeXGyreTermesX-Regular,,63,33
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"Mpc regions extracted from
the MDPL2 simulation were traced back to their initial conditions
and populated with gas particles according to the Planck 15 cos-
mological baryonic fraction",8,TeXGyreTermesX-Regular,,185,65
Ω,8,txmiaX,,1,1
b,7,TeXGyreTermesX-Regular,,1,1
/,8,txsys,,1,1
Ω,8,txmiaX,,1,1
M,7,TeXGyreTermesX-Regular,,1,1
∼,8,txsys,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"16. Consequently, the
resulting particles in the spherical region have a dark matter and
gas particle mass resolution of",8,TeXGyreTermesX-Regular,,120,66
𝑚,8,NewTXMI,,1,1
DM,7,TeXGyreTermesX-Regular,,2,2
=,8,txmiaX,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
27,8,TeXGyreTermesX-Regular,,2,2
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
9,7,TeXGyreTermesX-Regular,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
M,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
and,8,TeXGyreTermesX-Regular,,3,3
𝑚,8,NewTXMI,,1,1
gas,7,TeXGyreTermesX-Regular,,3,3
=,8,txmiaX,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
36,8,TeXGyreTermesX-Regular,,2,2
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
8,7,TeXGyreTermesX-Regular,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
M,8,TeXGyreTermesX-Regular,,1,1
,7,txsys,,0,0
", respectively. Outside the re-simulated
region, to reduce the computational cost of the original MDPL2
simulation, dark matter particles are degraded with lower mass
resolution particles to maintain the same large scale tidal ﬁeld.",8,TeXGyreTermesX-Regular,,232,65
The new initial conditions were simulated forward in time from,8,TeXGyreTermesX-Regular,,62,62
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
16,8,TeXGyreTermesX-Regular,,2,2
.,8,NewTXMI,,1,1
98 to,8,TeXGyreTermesX-Regular,,5,5
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
0 (in 129 saved snapshots) using,8,TeXGyreTermesX-Regular,,32,32
GADGET-X,8,CMTT9,,8,8
"(Beck
et al. 2016), using a Plummer equivalent softening of 6",8,TeXGyreTermesX-Regular,,61,55
.,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"kpc
for both the dark matter and baryonic component.",8,TeXGyreTermesX-Regular,,52,48
GADGET-X,8,CMTT9,,8,8
"is a
modiﬁed version of",8,TeXGyreTermesX-Regular,,23,18
GADGET3,8,CMTT9,,7,7
(an updated version of,8,TeXGyreTermesX-Regular,,22,22
GADGET2,8,CMTT9,,7,7
"by
Springel 2005), with a modern Smooth Particle Hydrodynamics
(SPH) scheme which improves the treatment of gas particles in the
presence of dynamical instabilities and mixing processes, alleviates
clumpiness instabilities, and reduces the viscosity away from shock
regions (Beck et al. 2016; Sembolini et al. 2016b). Results of simu-
lations of galaxy clusters based on",8,TeXGyreTermesX-Regular,,370,68
GADGET-X,8,CMTT9,,8,8
"have been presented
in several previous papers (e.g. Rasia et al. 2015; Planelles et al.",8,TeXGyreTermesX-Regular,,88,68
1,6,TeXGyreTermesX-Regular,,1,1
https://the300-project.org,7,CMTT8,,26,26
2,6,TeXGyreTermesX-Regular,,1,1
The MultiDark simulations are publicly available at,7,TeXGyreTermesX-Regular,,51,51
https://www.,7,CMTT8,,12,12
cosmosim.org,7,CMTT8,,12,12
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–13 (2019)",7,TeXGyreTermesX-Regular,,13,13
2017) and in the,8,TeXGyreTermesX-Regular,,16,16
nIFTy cluster comparison,8,TeXGyreTermesX-Italic,,24,24
"project (Sembolini et al.
2016a; Elahi et al. 2016; Cui et al. 2016; Arthur et al. 2017).",8,TeXGyreTermesX-Regular,,89,63
The Halo Finding,8,TeXGyreTermesX-Bold,,16,16
The halo analysis was done using the,8,TeXGyreTermesX-Regular,,36,36
AHF,8,CMTT9,,3,3
3,7,TeXGyreTermesX-Regular,,1,1
halo ﬁnder (Gill et al. 2004a; Knollmann & Knebe 2009).,8,TeXGyreTermesX-Regular,,55,55
AHF,8,CMTT9,,3,3
"lo-
cates local overdensities in an adaptively smoothed density ﬁeld
as potential halo centres. Thus, it automatically creates a hierar-
chical structure between haloes and substructure, i.e. subhaloes,
subsubhaloes, etc. The radius of a halo",8,TeXGyreTermesX-Regular,,242,67
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
"(and its corresponding
enclosed mass",8,TeXGyreTermesX-Regular,,36,22
𝑀,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
) are calculated as the radius,8,TeXGyreTermesX-Regular,,30,30
𝑅,8,NewTXMI,,1,1
"at which the
density",8,TeXGyreTermesX-Regular,,20,12
𝜌,8,NewTXMI,,1,1
(,8,txsys,,1,1
𝑅,8,NewTXMI,,1,1
),8,txsys,,1,1
=,8,txmiaX,,1,1
𝑀,8,NewTXMI,,1,1
(,8,txsys,,1,1
< 𝑅,8,NewTXMI,,3,3
)/(,8,txsys,,3,3
4,8,TeXGyreTermesX-Regular,,1,1
𝜋𝑅,8,NewTXMI,,2,2
3,7,TeXGyreTermesX-Regular,,1,1
/,8,txsys,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
),8,txsys,,1,1
drops below 200,8,TeXGyreTermesX-Regular,,15,15
𝜌,8,NewTXMI,,1,1
crit,7,TeXGyreTermesX-Regular,,4,4
", where",8,TeXGyreTermesX-Regular,,7,7
𝜌,8,NewTXMI,,1,1
crit,7,TeXGyreTermesX-Regular,,4,4
is the critical density of the Universe at a given redshift,8,TeXGyreTermesX-Regular,,59,59
𝑧,8,NewTXMI,,1,1
.,8,TeXGyreTermesX-Regular,,1,1
"We maintain the deﬁnitions used in Arthur et al. (2019). We
use the term",8,TeXGyreTermesX-Regular,,72,59
halo,8,TeXGyreTermesX-Italic,,4,4
"to refer to an object comprised of a collection of
dark matter and baryonic particles, as classiﬁed by",8,TeXGyreTermesX-Regular,,102,51
AHF,8,CMTT9,,3,3
", which does
not reside within",8,TeXGyreTermesX-Regular,,30,17
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
"of another halo. Conversely,",8,TeXGyreTermesX-Regular,,28,28
subhalo,8,TeXGyreTermesX-Italic,,7,7
"refers
to an object that does reside within",8,TeXGyreTermesX-Regular,,43,36
𝑅,8,NewTXMI,,1,1
200,7,TeXGyreTermesX-Regular,,3,3
"of another object, be it
another subhalo or halo. In each of the 324 cluster regions available
in the dataset we identify a",8,TeXGyreTermesX-Regular,,123,69
main galaxy cluster halo,8,TeXGyreTermesX-Italic,,24,24
", deﬁned here
as the most massive object at",8,TeXGyreTermesX-Regular,,43,29
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
0.,8,TeXGyreTermesX-Regular,,2,2
The Merger Trees,8,TeXGyreTermesX-Bold,,16,16
"The progenitors of haloes and subhaloes are fol-
lowed across the snapshots with",8,TeXGyreTermesX-Regular,,80,48
MergerTree,8,CMTT9,,10,10
". Objects identiﬁed at
redshift",8,TeXGyreTermesX-Regular,,31,22
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
"0 are tracked backwards in time and assigned main pro-
genitors at some previous redshift. A main progenitors is deﬁned as
the object that maximises the merit function",8,TeXGyreTermesX-Regular,,167,67
M,8,txsys,,1,1
=,8,txmiaX,,1,1
𝑁,8,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
